bv,mag,spec,o,b,a,f,g,k,m
1.423,0.078,K,0,0,0,0,0,1,0
1.077,0.969,K,0,0,0,0,0,1,0
1.506,-1.369,K,0,0,0,0,0,1,0
0.553,3.377,F,0,0,0,1,0,0,0
0.913,6.412,K,0,0,0,0,0,1,0
0.642,3.289,G,0,0,0,0,1,0,0
0.23,1.034,A,0,0,1,0,0,0,0
0.337,2.636,F,0,0,0,1,0,0,0
-0.044,1.107,B,0,1,0,0,0,0,0
0.479,3.422,F,0,0,0,1,0,0,0
0.734,5.009,G,0,0,0,0,1,0,0
0.736,2.703,G,0,0,0,0,1,0,0
0.18,-11.44,B,0,1,0,0,0,0,0
0.686,3.816,G,0,0,0,0,1,0,0
0.398,2.414,F,0,0,0,1,0,0,0
0.456,3.539,F,0,0,0,1,0,0,0
-0.032,-11.9,B,0,1,0,0,0,0,0
0.345,-0.498,A,0,0,1,0,0,0,0
1.089,0.965,K,0,0,0,0,0,1,0
1.363,-0.397,M,0,0,0,0,0,0,1
1.05,0.627,K,0,0,0,0,0,1,0
0.525,2.951,F,0,0,0,1,0,0,0
0.508,3.382,F,0,0,0,1,0,0,0
0.77,4.563,G,0,0,0,0,1,0,0
-0.011,0.861,B,0,1,0,0,0,0,0
0.078,1.935,A,0,0,1,0,0,0,0
1.14,0.436,G,0,0,0,0,1,0,0
1.146,1.562,K,0,0,0,0,0,1,0
0.513,3.98,F,0,0,0,1,0,0,0
0.595,1.802,F,0,0,0,1,0,0,0
0.446,3.535,F,0,0,0,1,0,0,0
0.98,0.298,G,0,0,0,0,1,0,0
1.024,1.468,K,0,0,0,0,0,1,0
0.498,3.331,F,0,0,0,1,0,0,0
0.468,2.512,A,0,0,1,0,0,0,0
0.209,1.341,A,0,0,1,0,0,0,0
1.38,1.003,K,0,0,0,0,0,1,0
0.448,3.668,F,0,0,0,1,0,0,0
0.919,0.859,K,0,0,0,0,0,1,0
0.433,3.012,A,0,0,1,0,0,0,0
0.37,0.912,F,0,0,0,1,0,0,0
0.905,1.405,G,0,0,0,0,1,0,0
1.16,7.427,K,0,0,0,0,0,1,0
0.401,1.68,F,0,0,0,1,0,0,0
0.309,1.167,A,0,0,1,0,0,0,0
0.564,2.854,F,0,0,0,1,0,0,0
0.993,1.774,G,0,0,0,0,1,0,0
0.486,4.315,F,0,0,0,1,0,0,0
0.433,3.099,F,0,0,0,1,0,0,0
0.685,2.099,G,0,0,0,0,1,0,0
0.387,3.297,A,0,0,1,0,0,0,0
0.423,3.563,F,0,0,0,1,0,0,0
0.33,1.673,A,0,0,1,0,0,0,0
0.038,0.972,A,0,0,1,0,0,0,0
1.292,1.038,K,0,0,0,0,0,1,0
0.489,4.19,F,0,0,0,1,0,0,0
-0.058,0.848,B,0,1,0,0,0,0,0
0.465,3.297,F,0,0,0,1,0,0,0
0.28,1.159,A,0,0,1,0,0,0,0
0.528,2.835,F,0,0,0,1,0,0,0
0.28,3.141,A,0,0,1,0,0,0,0
1.294,-11.13,K,0,0,0,0,0,1,0
0.544,1.332,F,0,0,0,1,0,0,0
1.128,-0.503,K,0,0,0,0,0,1,0
0.485,3.951,F,0,0,0,1,0,0,0
0.457,3.463,F,0,0,0,1,0,0,0
0.448,3.57,F,0,0,0,1,0,0,0
0.917,0.476,G,0,0,0,0,1,0,0
0.16,0.539,A,0,0,1,0,0,0,0
0.413,2.17,G,0,0,0,0,1,0,0
1.388,0.208,M,0,0,0,0,0,0,1
0.512,1.989,G,0,0,0,0,1,0,0
0.38,3.278,F,0,0,0,1,0,0,0
0.446,2.977,F,0,0,0,1,0,0,0
1.058,0.045,K,0,0,0,0,0,1,0
0.228,1.421,A,0,0,1,0,0,0,0
0.962,0.907,G,0,0,0,0,1,0,0
0.92,0.957,G,0,0,0,0,1,0,0
1.043,1.443,K,0,0,0,0,0,1,0
1.048,0.518,G,0,0,0,0,1,0,0
1.036,5.514,K,0,0,0,0,0,1,0
1.12,1.137,K,0,0,0,0,0,1,0
0.493,2.085,F,0,0,0,1,0,0,0
0.25,1.11,A,0,0,1,0,0,0,0
0.173,0.619,A,0,0,1,0,0,0,0
0.734,4.352,G,0,0,0,0,1,0,0
-0.057,-1.171,B,0,1,0,0,0,0,0
0.283,0.99,A,0,0,1,0,0,0,0
1.007,1.313,G,0,0,0,0,1,0,0
0.569,3.397,F,0,0,0,1,0,0,0
0.238,1.643,A,0,0,1,0,0,0,0
1.194,7.67,M,0,0,0,0,0,0,1
0.306,2.763,A,0,0,1,0,0,0,0
0.99,-11.11,G,0,0,0,0,1,0,0
0.368,2.341,F,0,0,0,1,0,0,0
0.584,4.187,F,0,0,0,1,0,0,0
1.194,6.37,K,0,0,0,0,0,1,0
0.13,1.915,A,0,0,1,0,0,0,0
0.402,1.389,F,0,0,0,1,0,0,0
0.698,3.517,G,0,0,0,0,1,0,0
0.412,2.289,F,0,0,0,1,0,0,0
-0.036,-1.281,B,0,1,0,0,0,0,0
0.532,3.349,G,0,0,0,0,1,0,0
0.557,3.487,G,0,0,0,0,1,0,0
1.626,0.457,M,0,0,0,0,0,0,1
0.264,2.6,A,0,0,1,0,0,0,0
0.57,4.549,G,0,0,0,0,1,0,0
1.384,-1.685,K,0,0,0,0,0,1,0
0.046,-1.229,B,0,1,0,0,0,0,0
1.07,6.84,K,0,0,0,0,0,1,0
0.458,1.936,F,0,0,0,1,0,0,0
0.706,4.423,G,0,0,0,0,1,0,0
0.206,0.937,A,0,0,1,0,0,0,0
0.2,0.702,A,0,0,1,0,0,0,0
0.612,4.893,G,0,0,0,0,1,0,0
0.684,5.415,G,0,0,0,0,1,0,0
0.512,3.386,F,0,0,0,1,0,0,0
0.069,-11.16,A,0,0,1,0,0,0,0
1.567,-0.468,K,0,0,0,0,0,1,0
0.868,-0.216,G,0,0,0,0,1,0,0
0.533,3.16,F,0,0,0,1,0,0,0
0.398,2.021,F,0,0,0,1,0,0,0
0.005,-0.15,B,0,1,0,0,0,0,0
0.583,3.829,G,0,0,0,0,1,0,0
1.189,1.269,K,0,0,0,0,0,1,0
0.49,1.476,B,0,1,0,0,0,0,0
0.22,1.452,A,0,0,1,0,0,0,0
0.151,1.759,A,0,0,1,0,0,0,0
0.044,0.259,B,0,1,0,0,0,0,0
0.828,3.333,G,0,0,0,0,1,0,0
0.161,-0.143,A,0,0,1,0,0,0,0
0.466,1.093,F,0,0,0,1,0,0,0
0.21,1.561,A,0,0,1,0,0,0,0
0.578,4.033,F,0,0,0,1,0,0,0
1.198,0.708,K,0,0,0,0,0,1,0
1.256,2.391,K,0,0,0,0,0,1,0
0.288,2.677,A,0,0,1,0,0,0,0
0.5,3.008,F,0,0,0,1,0,0,0
0.399,2.348,F,0,0,0,1,0,0,0
1.064,1.448,G,0,0,0,0,1,0,0
1.54,1.48,M,0,0,0,0,0,0,1
2.153,-0.588,M,0,0,0,0,0,0,1
0.529,2.676,F,0,0,0,1,0,0,0
1.08,0.776,G,0,0,0,0,1,0,0
0.427,2.758,F,0,0,0,1,0,0,0
0.351,0.384,F,0,0,0,1,0,0,0
0.388,-9.71,A,0,0,1,0,0,0,0
0.19,-10.31,A,0,0,1,0,0,0,0
0.481,2.341,F,0,0,0,1,0,0,0
1.046,1.263,K,0,0,0,0,0,1,0
0.58,3.15,F,0,0,0,1,0,0,0
1.218,0.277,K,0,0,0,0,0,1,0
0.674,4.706,G,0,0,0,0,1,0,0
0.896,1.484,K,0,0,0,0,0,1,0
1.267,0.425,K,0,0,0,0,0,1,0
0.723,4.125,G,0,0,0,0,1,0,0
-0.09,-0.791,B,0,1,0,0,0,0,0
0.948,1.118,G,0,0,0,0,1,0,0
0.51,2.347,F,0,0,0,1,0,0,0
0.606,1.954,F,0,0,0,1,0,0,0
1.309,0.75,K,0,0,0,0,0,1,0
0.385,2.965,A,0,0,1,0,0,0,0
1.126,1.638,K,0,0,0,0,0,1,0
0.107,1.461,A,0,0,1,0,0,0,0
0.63,4.012,A,0,0,1,0,0,0,0
0.75,5.834,K,0,0,0,0,0,1,0
0.4,0.206,B,0,1,0,0,0,0,0
0.149,1.142,A,0,0,1,0,0,0,0
0.304,2.353,A,0,0,1,0,0,0,0
0.48,4.468,F,0,0,0,1,0,0,0
0.337,2.981,F,0,0,0,1,0,0,0
0.24,-10.22,A,0,0,1,0,0,0,0
1.075,2.99,K,0,0,0,0,0,1,0
1.058,1.703,G,0,0,0,0,1,0,0
1.297,0.764,K,0,0,0,0,0,1,0
0.093,0.871,A,0,0,1,0,0,0,0
0.46,2.484,F,0,0,0,1,0,0,0
1.063,0.522,K,0,0,0,0,0,1,0
0.644,3.571,G,0,0,0,0,1,0,0
0.41,2.477,F,0,0,0,1,0,0,0
1.473,-11.03,M,0,0,0,0,0,0,1
0.117,2.641,B,0,1,0,0,0,0,0
1.12,1.85,G,0,0,0,0,1,0,0
0.933,0.392,G,0,0,0,0,1,0,0
-0.088,-2.339,B,0,1,0,0,0,0,0
0.354,2.889,F,0,0,0,1,0,0,0
0.402,2.285,F,0,0,0,1,0,0,0
0.176,-0.686,B,0,1,0,0,0,0,0
0.866,-0.967,K,0,0,0,0,0,1,0
0.515,2.8,F,0,0,0,1,0,0,0
0.555,4.109,G,0,0,0,0,1,0,0
0.219,1.553,A,0,0,1,0,0,0,0
0.61,2.384,F,0,0,0,1,0,0,0
0.511,3.233,F,0,0,0,1,0,0,0
1.45,10.085,K,0,0,0,0,0,1,0
1.54,0.455,K,0,0,0,0,0,1,0
0.06,0.097,A,0,0,1,0,0,0,0
-0.12,-0.639,B,0,1,0,0,0,0,0
0.561,3.301,F,0,0,0,1,0,0,0
1.126,-0.639,K,0,0,0,0,0,1,0
0.999,0.878,K,0,0,0,0,0,1,0
0.53,4.155,F,0,0,0,1,0,0,0
1.309,1.568,G,0,0,0,0,1,0,0
0.3,1.614,A,0,0,1,0,0,0,0
-0.05,1.241,B,0,1,0,0,0,0,0
0.558,3.277,F,0,0,0,1,0,0,0
1.568,-0.572,K,0,0,0,0,0,1,0
0.24,2.289,A,0,0,1,0,0,0,0
1.476,0.302,K,0,0,0,0,0,1,0
0.083,0.142,A,0,0,1,0,0,0,0
0.506,3.827,F,0,0,0,1,0,0,0
1.635,-0.118,M,0,0,0,0,0,0,1
1.22,0.77,K,0,0,0,0,0,1,0
0.11,0.315,A,0,0,1,0,0,0,0
0.962,0.542,K,0,0,0,0,0,1,0
0.594,2.316,F,0,0,0,1,0,0,0
0.672,4.962,G,0,0,0,0,1,0,0
0.967,2.014,G,0,0,0,0,1,0,0
0.949,0.098,G,0,0,0,0,1,0,0
0.54,3.579,F,0,0,0,1,0,0,0
0.84,2.905,G,0,0,0,0,1,0,0
0.575,0.556,F,0,0,0,1,0,0,0
0.919,0.073,G,0,0,0,0,1,0,0
0.334,3.692,F,0,0,0,1,0,0,0
1.04,0.35,K,0,0,0,0,0,1,0
-0.133,-0.02,B,0,1,0,0,0,0,0
0.241,1.95,A,0,0,1,0,0,0,0
0.11,1.46,B,0,1,0,0,0,0,0
-0.136,-0.675,B,0,1,0,0,0,0,0
0.182,2.283,A,0,0,1,0,0,0,0
0.624,4.564,G,0,0,0,0,1,0,0
0.345,-11.16,A,0,0,1,0,0,0,0
0.498,3.401,F,0,0,0,1,0,0,0
0.529,4.26,F,0,0,0,1,0,0,0
1.068,1.968,K,0,0,0,0,0,1,0
1.326,-1.238,K,0,0,0,0,0,1,0
1.024,2.079,G,0,0,0,0,1,0,0
1.104,0.209,K,0,0,0,0,0,1,0
0.516,3.397,F,0,0,0,1,0,0,0
0.54,-9.2,G,0,0,0,0,1,0,0
1.177,0.528,G,0,0,0,0,1,0,0
1.358,1.11,K,0,0,0,0,0,1,0
1.049,-1.774,G,0,0,0,0,1,0,0
1.079,0.258,K,0,0,0,0,0,1,0
1.045,0.754,G,0,0,0,0,1,0,0
0.246,1.917,A,0,0,1,0,0,0,0
0.471,4.068,F,0,0,0,1,0,0,0
0.82,2.641,G,0,0,0,0,1,0,0
1.04,1.136,K,0,0,0,0,0,1,0
1.161,1.087,K,0,0,0,0,0,1,0
0.296,1.113,A,0,0,1,0,0,0,0
0.643,4.676,G,0,0,0,0,1,0,0
0.278,2.177,A,0,0,1,0,0,0,0
1.244,0.933,K,0,0,0,0,0,1,0
1.903,-0.251,K,0,0,0,0,0,1,0
0.115,1.166,B,0,1,0,0,0,0,0
0.547,6.175,F,0,0,0,1,0,0,0
1.094,-0.03,K,0,0,0,0,0,1,0
0.271,-3.973,B,0,1,0,0,0,0,0
0.559,2.382,F,0,0,0,1,0,0,0
0.298,2.505,A,0,0,1,0,0,0,0
0.564,3.007,F,0,0,0,1,0,0,0
0.441,2.481,F,0,0,0,1,0,0,0
0.53,2.665,F,0,0,0,1,0,0,0
1.004,2.08,G,0,0,0,0,1,0,0
1.46,9.144,M,0,0,0,0,0,0,1
0.197,1.324,A,0,0,1,0,0,0,0
0.672,-0.451,G,0,0,0,0,1,0,0
0.552,3.994,F,0,0,0,1,0,0,0
0.339,2.891,A,0,0,1,0,0,0,0
0.523,3.287,A,0,0,1,0,0,0,0
0.237,1.051,A,0,0,1,0,0,0,0
1.291,-11.36,F,0,0,0,1,0,0,0
0.631,4.645,G,0,0,0,0,1,0,0
0.599,-0.225,K,0,0,0,0,0,1,0
0.409,1.45,F,0,0,0,1,0,0,0
0.719,5.259,G,0,0,0,0,1,0,0
0.395,1.127,F,0,0,0,1,0,0,0
-0.4,0.856,B,0,1,0,0,0,0,0
0.491,3.595,F,0,0,0,1,0,0,0
0.641,3.741,G,0,0,0,0,1,0,0
0.187,0.903,A,0,0,1,0,0,0,0
0.749,5.846,G,0,0,0,0,1,0,0
1.107,1.654,G,0,0,0,0,1,0,0
0.158,1.269,A,0,0,1,0,0,0,0
0.994,0.621,G,0,0,0,0,1,0,0
0.365,1.438,F,0,0,0,1,0,0,0
1.272,0.377,K,0,0,0,0,0,1,0
1.214,1.294,K,0,0,0,0,0,1,0
1.366,8.059,M,0,0,0,0,0,0,1
0.466,3.717,F,0,0,0,1,0,0,0
1.549,0.995,K,0,0,0,0,0,1,0
0.15,1.768,B,0,1,0,0,0,0,0
1.78,-8.76,M,0,0,0,0,0,0,1
0.564,2.121,F,0,0,0,1,0,0,0
0.156,2.132,A,0,0,1,0,0,0,0
1.576,-11.44,K,0,0,0,0,0,1,0
0.386,1.799,F,0,0,0,1,0,0,0
0.127,0.516,A,0,0,1,0,0,0,0
0.226,1.812,A,0,0,1,0,0,0,0
1.499,-10.03,M,0,0,0,0,0,0,1
0.975,0.894,G,0,0,0,0,1,0,0
0.581,4.26,G,0,0,0,0,1,0,0
1.049,0.502,G,0,0,0,0,1,0,0
0.08,0.334,A,0,0,1,0,0,0,0
0.048,-1.098,B,0,1,0,0,0,0,0
0.069,2.041,A,0,0,1,0,0,0,0
0.429,3.339,F,0,0,0,1,0,0,0
0.457,3.645,F,0,0,0,1,0,0,0
0.019,-0.35,B,0,1,0,0,0,0,0
1.409,-0.168,K,0,0,0,0,0,1,0
0.637,4.415,G,0,0,0,0,1,0,0
0.577,2.682,G,0,0,0,0,1,0,0
0.476,3.925,F,0,0,0,1,0,0,0
0.456,3.881,F,0,0,0,1,0,0,0
0.287,1.496,A,0,0,1,0,0,0,0
1.206,-0.376,K,0,0,0,0,0,1,0
0.351,1.321,A,0,0,1,0,0,0,0
0.683,4.055,G,0,0,0,0,1,0,0
0.611,3.153,G,0,0,0,0,1,0,0
0.677,2.457,G,0,0,0,0,1,0,0
0.574,-9.39,F,0,0,0,1,0,0,0
1.523,0.302,K,0,0,0,0,0,1,0
0.309,2.884,A,0,0,1,0,0,0,0
0.27,2.905,A,0,0,1,0,0,0,0
0.587,2.988,G,0,0,0,0,1,0,0
0.828,5.301,G,0,0,0,0,1,0,0
1.71,-1.342,M,0,0,0,0,0,0,1
0.17,1.13,A,0,0,1,0,0,0,0
0.737,3.819,G,0,0,0,0,1,0,0
0.513,-9.93,F,0,0,0,1,0,0,0
1.07,7.163,M,0,0,0,0,0,0,1
1.508,-0.341,K,0,0,0,0,0,1,0
0.831,6.228,K,0,0,0,0,0,1,0
0.96,4.313,G,0,0,0,0,1,0,0
0.692,1.091,F,0,0,0,1,0,0,0
0.895,5.878,K,0,0,0,0,0,1,0
0.252,0.241,A,0,0,1,0,0,0,0
1.736,-0.568,M,0,0,0,0,0,0,1
1.048,0.805,K,0,0,0,0,0,1,0
0.463,3.231,F,0,0,0,1,0,0,0
1.085,0.084,K,0,0,0,0,0,1,0
0.487,2.53,F,0,0,0,1,0,0,0
0.386,2.751,F,0,0,0,1,0,0,0
1.022,1.87,G,0,0,0,0,1,0,0
1.5,-9.27,M,0,0,0,0,0,0,1
-0.029,-0.058,A,0,0,1,0,0,0,0
0.86,-8.17,B,0,1,0,0,0,0,0
0.323,2.53,A,0,0,1,0,0,0,0
0.608,2.949,G,0,0,0,0,1,0,0
0.52,2.277,F,0,0,0,1,0,0,0
0.343,1.231,A,0,0,1,0,0,0,0
0.846,6.144,K,0,0,0,0,0,1,0
0.296,1.676,A,0,0,1,0,0,0,0
0.24,1.947,A,0,0,1,0,0,0,0
1.01,2.755,K,0,0,0,0,0,1,0
0.608,4.975,G,0,0,0,0,1,0,0
1.035,0.795,K,0,0,0,0,0,1,0
0.294,2.511,A,0,0,1,0,0,0,0
0.081,-1.364,O,1,0,0,0,0,0,0
0.534,4.416,F,0,0,0,1,0,0,0
0.536,2.889,F,0,0,0,1,0,0,0
0.486,-13.15,B,0,1,0,0,0,0,0
1.032,1.211,G,0,0,0,0,1,0,0
1.009,0.986,K,0,0,0,0,0,1,0
0.089,2.64,A,0,0,1,0,0,0,0
0.185,2.038,A,0,0,1,0,0,0,0
0.552,4.16,G,0,0,0,0,1,0,0
0.205,-11.01,B,0,1,0,0,0,0,0
0.17,1.376,A,0,0,1,0,0,0,0
1.286,-0.213,K,0,0,0,0,0,1,0
0.419,2.347,A,0,0,1,0,0,0,0
1.143,0.601,K,0,0,0,0,0,1,0
0.963,2.654,K,0,0,0,0,0,1,0
0.096,0.978,A,0,0,1,0,0,0,0
0.518,3.926,F,0,0,0,1,0,0,0
0.504,3.056,F,0,0,0,1,0,0,0
0.496,3.488,F,0,0,0,1,0,0,0
0.575,4.898,F,0,0,0,1,0,0,0
0.349,-1.489,O,1,0,0,0,0,0,0
0.378,0.964,A,0,0,1,0,0,0,0
0.484,2.416,F,0,0,0,1,0,0,0
0.397,3.22,F,0,0,0,1,0,0,0
0.597,3.138,G,0,0,0,0,1,0,0
0.32,2.188,F,0,0,0,1,0,0,0
0.273,2.137,A,0,0,1,0,0,0,0
0.453,3.754,F,0,0,0,1,0,0,0
0.4,1.6,B,0,1,0,0,0,0,0
0.42,1.292,F,0,0,0,1,0,0,0
1.286,-0.004,K,0,0,0,0,0,1,0
0.286,0.854,A,0,0,1,0,0,0,0
0.054,0.541,A,0,0,1,0,0,0,0
0.483,1.128,F,0,0,0,1,0,0,0
0.202,-0.67,A,0,0,1,0,0,0,0
0.554,4.069,F,0,0,0,1,0,0,0
0.5,3.587,F,0,0,0,1,0,0,0
0.435,3.493,F,0,0,0,1,0,0,0
0.054,1.67,A,0,0,1,0,0,0,0
0.528,2.789,F,0,0,0,1,0,0,0
0.21,1.32,A,0,0,1,0,0,0,0
0.64,1.273,F,0,0,0,1,0,0,0
0.16,-10.06,A,0,0,1,0,0,0,0
0.593,3.614,G,0,0,0,0,1,0,0
-0.073,-1.358,B,0,1,0,0,0,0,0
0.24,1.968,A,0,0,1,0,0,0,0
1.16,3.76,K,0,0,0,0,0,1,0
0.4,3.181,F,0,0,0,1,0,0,0
1.18,-0.372,K,0,0,0,0,0,1,0
1.094,1.065,K,0,0,0,0,0,1,0
0.569,3.765,F,0,0,0,1,0,0,0
1.168,0.106,K,0,0,0,0,0,1,0
1.008,2.068,G,0,0,0,0,1,0,0
0.997,-0.588,G,0,0,0,0,1,0,0
0.478,2.625,F,0,0,0,1,0,0,0
0.476,1.535,F,0,0,0,1,0,0,0
1.172,0.67,G,0,0,0,0,1,0,0
0.351,1.633,A,0,0,1,0,0,0,0
1.106,0.951,K,0,0,0,0,0,1,0
0.473,3.623,F,0,0,0,1,0,0,0
0.698,4.82,G,0,0,0,0,1,0,0
0.742,0.825,G,0,0,0,0,1,0,0
0.128,1.472,B,0,1,0,0,0,0,0
0.522,3.865,F,0,0,0,1,0,0,0
1.223,0.609,K,0,0,0,0,0,1,0
1.35,-9.74,M,0,0,0,0,0,0,1
1.534,-0.569,K,0,0,0,0,0,1,0
0.511,3.476,F,0,0,0,1,0,0,0
0.708,2.429,F,0,0,0,1,0,0,0
1.041,-0.345,K,0,0,0,0,0,1,0
0.522,3.371,F,0,0,0,1,0,0,0
0.22,-12.25,B,0,1,0,0,0,0,0
0.559,2.981,F,0,0,0,1,0,0,0
0.635,4.622,G,0,0,0,0,1,0,0
0.843,5.494,K,0,0,0,0,0,1,0
0.773,2.722,G,0,0,0,0,1,0,0
1.585,-13.63,M,0,0,0,0,0,0,1
1.024,1.292,G,0,0,0,0,1,0,0
0.269,2.621,A,0,0,1,0,0,0,0
0.748,3.839,G,0,0,0,0,1,0,0
0.688,4.478,G,0,0,0,0,1,0,0
-0.058,-1.634,B,0,1,0,0,0,0,0
0.109,1.85,A,0,0,1,0,0,0,0
0.023,1.767,A,0,0,1,0,0,0,0
0.316,2.82,F,0,0,0,1,0,0,0
0.333,2.448,A,0,0,1,0,0,0,0
0.501,3.195,A,0,0,1,0,0,0,0
0.498,1.879,F,0,0,0,1,0,0,0
1.212,1.121,K,0,0,0,0,0,1,0
0.58,5.371,B,0,1,0,0,0,0,0
0.673,3.261,F,0,0,0,1,0,0,0
1.022,1.246,K,0,0,0,0,0,1,0
0.338,2.781,F,0,0,0,1,0,0,0
1.416,0.908,K,0,0,0,0,0,1,0
0.631,-10.13,F,0,0,0,1,0,0,0
0.932,3.374,K,0,0,0,0,0,1,0
0.352,2.863,F,0,0,0,1,0,0,0
1.513,-0.397,K,0,0,0,0,0,1,0
1.214,7.603,K,0,0,0,0,0,1,0
0.425,2.413,F,0,0,0,1,0,0,0
0.308,1.999,A,0,0,1,0,0,0,0
1.183,0.678,K,0,0,0,0,0,1,0
0.269,0.685,F,0,0,0,1,0,0,0
1.443,0.182,K,0,0,0,0,0,1,0
0.601,3.269,G,0,0,0,0,1,0,0
0.752,0.769,G,0,0,0,0,1,0,0
0.469,3.283,F,0,0,0,1,0,0,0
0.594,1.961,F,0,0,0,1,0,0,0
0.844,4.753,G,0,0,0,0,1,0,0
0.321,1.678,A,0,0,1,0,0,0,0
0.125,1.444,B,0,1,0,0,0,0,0
0.551,4.193,F,0,0,0,1,0,0,0
1.43,8.705,M,0,0,0,0,0,0,1
0.957,6.179,K,0,0,0,0,0,1,0
0.552,3.611,F,0,0,0,1,0,0,0
1.471,-0.748,M,0,0,0,0,0,0,1
0.953,1,K,0,0,0,0,0,1,0
0.5,1.64,F,0,0,0,1,0,0,0
0.345,2.486,F,0,0,0,1,0,0,0
0.531,-10.36,A,0,0,1,0,0,0,0
0.32,2.357,A,0,0,1,0,0,0,0
0.505,1.362,F,0,0,0,1,0,0,0
0.817,5.994,G,0,0,0,0,1,0,0
0.966,0.486,G,0,0,0,0,1,0,0
0.643,3.418,F,0,0,0,1,0,0,0
0.252,3.05,B,0,1,0,0,0,0,0
0.489,1.462,F,0,0,0,1,0,0,0
0.47,2.925,F,0,0,0,1,0,0,0
0.058,1.858,A,0,0,1,0,0,0,0
1.31,-0.385,K,0,0,0,0,0,1,0
1.238,1.022,K,0,0,0,0,0,1,0
1.047,1.98,K,0,0,0,0,0,1,0
0.031,-0.548,B,0,1,0,0,0,0,0
1.311,2.999,K,0,0,0,0,0,1,0
0.904,-11.58,G,0,0,0,0,1,0,0
1.435,-3.268,K,0,0,0,0,0,1,0
1.282,-0.307,K,0,0,0,0,0,1,0
1.03,1.031,K,0,0,0,0,0,1,0
1.022,-0.4,G,0,0,0,0,1,0,0
0.217,2.315,A,0,0,1,0,0,0,0
0.532,3.83,G,0,0,0,0,1,0,0
0.422,2.669,F,0,0,0,1,0,0,0
1.085,1.202,K,0,0,0,0,0,1,0
0.609,4.628,F,0,0,0,1,0,0,0
1.16,-10.78,K,0,0,0,0,0,1,0
0.115,1.425,A,0,0,1,0,0,0,0
0.122,2.199,A,0,0,1,0,0,0,0
0.552,4.73,F,0,0,0,1,0,0,0
0.625,3.653,G,0,0,0,0,1,0,0
1.196,0.828,K,0,0,0,0,0,1,0
0.557,4.474,F,0,0,0,1,0,0,0
-0.074,-0.269,B,0,1,0,0,0,0,0
0.608,-9.53,G,0,0,0,0,1,0,0
0.028,1.653,A,0,0,1,0,0,0,0
1.372,-1.332,K,0,0,0,0,0,1,0
1.5,-9.68,M,0,0,0,0,0,0,1
0.739,1.029,G,0,0,0,0,1,0,0
0.472,3.343,F,0,0,0,1,0,0,0
1.115,7.114,K,0,0,0,0,0,1,0
0.686,4.732,G,0,0,0,0,1,0,0
0.953,0.863,G,0,0,0,0,1,0,0
0.496,3.412,F,0,0,0,1,0,0,0
0.145,-10.37,A,0,0,1,0,0,0,0
0.453,3.082,F,0,0,0,1,0,0,0
0.428,3.212,F,0,0,0,1,0,0,0
1.304,0.482,K,0,0,0,0,0,1,0
0.2,2.056,F,0,0,0,1,0,0,0
0.111,1.142,A,0,0,1,0,0,0,0
1.058,1.806,K,0,0,0,0,0,1,0
1.096,-0.178,K,0,0,0,0,0,1,0
0.6,3.522,F,0,0,0,1,0,0,0
0.481,2.843,F,0,0,0,1,0,0,0
0.811,2.61,G,0,0,0,0,1,0,0
0.899,6.026,K,0,0,0,0,0,1,0
0.504,2.778,F,0,0,0,1,0,0,0
0.318,2.04,A,0,0,1,0,0,0,0
0.377,3.351,F,0,0,0,1,0,0,0
-0.199,-3.558,B,0,1,0,0,0,0,0
0.482,-0.396,B,0,1,0,0,0,0,0
0.49,3.925,F,0,0,0,1,0,0,0
0.984,0.077,K,0,0,0,0,0,1,0
0.457,3.989,F,0,0,0,1,0,0,0
1.428,0.606,K,0,0,0,0,0,1,0
0.766,5.735,K,0,0,0,0,0,1,0
0.6,-10.51,F,0,0,0,1,0,0,0
0.602,3.725,G,0,0,0,0,1,0,0
1.105,0.43,G,0,0,0,0,1,0,0
0.518,3.969,F,0,0,0,1,0,0,0
1.588,-1.004,M,0,0,0,0,0,0,1
1.266,-0.275,K,0,0,0,0,0,1,0
0.6,1.86,F,0,0,0,1,0,0,0
0.228,2.605,A,0,0,1,0,0,0,0
0.137,2.482,A,0,0,1,0,0,0,0
0.464,4.049,F,0,0,0,1,0,0,0
0.48,3.253,F,0,0,0,1,0,0,0
0.527,3.569,F,0,0,0,1,0,0,0
1.171,2.2,K,0,0,0,0,0,1,0
1.07,0.689,K,0,0,0,0,0,1,0
0.546,3.429,F,0,0,0,1,0,0,0
1.287,1.222,K,0,0,0,0,0,1,0
0.356,0.529,F,0,0,0,1,0,0,0
0.24,-11.14,A,0,0,1,0,0,0,0
0.035,1.344,B,0,1,0,0,0,0,0
1.637,-0.198,K,0,0,0,0,0,1,0
0.962,-11.7,G,0,0,0,0,1,0,0
1.541,-8.86,M,0,0,0,0,0,0,1
0.623,4.713,G,0,0,0,0,1,0,0
1.58,2.241,R,0,0,0,0,0,0,0
1.081,0.747,K,0,0,0,0,0,1,0
0.061,1.759,A,0,0,1,0,0,0,0
0.537,2.977,F,0,0,0,1,0,0,0
1.077,1.735,G,0,0,0,0,1,0,0
0.543,3.77,F,0,0,0,1,0,0,0
0.746,4.643,F,0,0,0,1,0,0,0
0.495,2.026,F,0,0,0,1,0,0,0
0.588,-0.009,G,0,0,0,0,1,0,0
1.031,-0.783,K,0,0,0,0,0,1,0
0.302,2.554,F,0,0,0,1,0,0,0
